inst,elapsed,alg,lb,ub,blb
mp/LUTZ2.IN2_TS0.75-med_EJ4,8.479508668,S_hoffmann/cbfs,38,38,38
mp/LUTZ2.IN2_TS0.75-med_EJ5,2.091803683,S_hoffmann/cbfs,43,43,43
mp/LUTZ2.IN2_TS0.75-med_EJ6,2.292480044,S_hoffmann/cbfs,48,48,48
mp/LUTZ2.IN2_TS0.75-med_EJ7,10.054128626,S_hoffmann/cbfs,37,37,37
mp/LUTZ2.IN2_TS0.75-med_EJ8,37.558938325,S_hoffmann/cbfs,29,29,29
mp/LUTZ2.IN2_TS0.75-med_EJ9,0.938441721,S_hoffmann/cbfs,57,57,57
mp/LUTZ3.IN2_TS0.25_EJ1,0.132161655,S_hoffmann/cbfs,22,22,22
mp/LUTZ3.IN2_TS0.25_EJ10,0.073157774,S_hoffmann/cbfs,12,12,12
mp/LUTZ3.IN2_TS0.25_EJ2,0.12629656,S_hoffmann/cbfs,14,14,14
mp/LUTZ3.IN2_TS0.25_EJ3,0.127324289,S_hoffmann/cbfs,18,18,18
mp/LUTZ3.IN2_TS0.25_EJ4,52.743975029,S_hoffmann/cbfs,19,19,19
mp/LUTZ3.IN2_TS0.25_EJ5,120.000185967,S_hoffmann/cbfs,19,19,19
mp/LUTZ3.IN2_TS0.25_EJ6,29.78184805,S_hoffmann/cbfs,17,17,17
mp/LUTZ3.IN2_TS0.25_EJ7,0.110003534,S_hoffmann/cbfs,13,13,13
mp/LUTZ3.IN2_TS0.25_EJ8,0.210007225,S_hoffmann/cbfs,17,17,17
mp/LUTZ3.IN2_TS0.25_EJ9,0.060455015,S_hoffmann/cbfs,17,17,17
mp/LUTZ3.IN2_TS0.25-med_EJ1,120.077456503,S_hoffmann/cbfs,18,18,18
mp/LUTZ3.IN2_TS0.25-med_EJ10,124.586426352,S_hoffmann/cbfs,13,13,13
mp/LUTZ3.IN2_TS0.25-med_EJ2,0.906654701,S_hoffmann/cbfs,17,17,17
mp/LUTZ3.IN2_TS0.25-med_EJ3,0.720694534,S_hoffmann/cbfs,24,24,24
mp/LUTZ3.IN2_TS0.25-med_EJ4,1.049859585,S_hoffmann/cbfs,17,17,17
mp/LUTZ3.IN2_TS0.25-med_EJ5,0.74969075,S_hoffmann/cbfs,12,12,12
mp/LUTZ3.IN2_TS0.25-med_EJ6,2.057153955,S_hoffmann/cbfs,14,14,14
mp/LUTZ3.IN2_TS0.25-med_EJ7,53.656693904,S_hoffmann/cbfs,15,15,15
mp/LUTZ3.IN2_TS0.25-med_EJ8,14.76184311,S_hoffmann/cbfs,23,23,23
mp/LUTZ3.IN2_TS0.25-med_EJ9,120.011858643,S_hoffmann/cbfs,21,21,21
mp/LUTZ3.IN2_TS0.75_EJ1,3.349193152,S_hoffmann/cbfs,21,21,21
mp/LUTZ3.IN2_TS0.75_EJ10,0.093629687,S_hoffmann/cbfs,17,17,17
mp/LUTZ3.IN2_TS0.75_EJ2,0.109581248,S_hoffmann/cbfs,12,12,12
mp/LUTZ3.IN2_TS0.75_EJ3,0.110366177,S_hoffmann/cbfs,15,15,15
mp/LUTZ3.IN2_TS0.75_EJ4,0.209279066,S_hoffmann/cbfs,13,13,13
mp/LUTZ3.IN2_TS0.75_EJ5,0.084626106,S_hoffmann/cbfs,14,14,14
mp/LUTZ3.IN2_TS0.75_EJ6,0.20512341,S_hoffmann/cbfs,21,21,21
mp/LUTZ3.IN2_TS0.75_EJ7,120.029033843,S_hoffmann/cbfs,22,22,22
mp/LUTZ3.IN2_TS0.75_EJ8,0.107436026,S_hoffmann/cbfs,18,18,18
mp/LUTZ3.IN2_TS0.75_EJ9,0.181858059,S_hoffmann/cbfs,12,12,12
mp/LUTZ3.IN2_TS0.75-med_EJ1,121.009196763,S_hoffmann/cbfs,21,21,21
mp/LUTZ3.IN2_TS0.75-med_EJ10,121.023405217,S_hoffmann/cbfs,26,26,26
mp/LUTZ3.IN2_TS0.75-med_EJ2,123.03700486,S_hoffmann/cbfs,15,15,15
mp/LUTZ3.IN2_TS0.75-med_EJ3,122.008092783,S_hoffmann/cbfs,16,16,16
mp/LUTZ3.IN2_TS0.75-med_EJ4,121.488056671,S_hoffmann/cbfs,19,19,19
mp/LUTZ3.IN2_TS0.75-med_EJ5,64.412221336,S_hoffmann/cbfs,25,25,25
mp/LUTZ3.IN2_TS0.75-med_EJ6,5.013597225,S_hoffmann/cbfs,18,18,18
mp/LUTZ3.IN2_TS0.75-med_EJ7,127.548724724,S_hoffmann/cbfs,14,14,14
mp/LUTZ3.IN2_TS0.75-med_EJ8,125.778510676,S_hoffmann/cbfs,19,19,19
mp/LUTZ3.IN2_TS0.75-med_EJ9,121.013874573,S_hoffmann/cbfs,24,24,24
mp/MITCHELL.IN2_TS0.25_EJ1,0.003480926,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.25_EJ10,0.002694524,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.25_EJ2,0.010171409,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.25_EJ3,0.00911472,S_hoffmann/cbfs,6,6,6
mp/MITCHELL.IN2_TS0.25_EJ4,0.004843108,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.25_EJ5,0.009155223,S_hoffmann/cbfs,6,6,6
mp/MITCHELL.IN2_TS0.25_EJ6,0.013728557,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.25_EJ7,0.011056924,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.25_EJ8,0.011592828,S_hoffmann/cbfs,8,8,8
mp/MITCHELL.IN2_TS0.25_EJ9,0.009548444,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.25-med_EJ1,0.010753068,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.25-med_EJ10,0.012057612,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.25-med_EJ2,0.012053022,S_hoffmann/cbfs,10,10,10
mp/MITCHELL.IN2_TS0.25-med_EJ3,0.013514443,S_hoffmann/cbfs,7,7,7
mp/MITCHELL.IN2_TS0.25-med_EJ4,0.005538614,S_hoffmann/cbfs,3,3,3
mp/MITCHELL.IN2_TS0.25-med_EJ5,0.017962955,S_hoffmann/cbfs,6,6,6
mp/MITCHELL.IN2_TS0.25-med_EJ6,0.00557473,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.25-med_EJ7,0.010748856,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.25-med_EJ8,0.013833678,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.25-med_EJ9,0.01105009,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.75_EJ1,0.014086762,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.75_EJ10,0.004661135,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.75_EJ2,0.009873469,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.75_EJ3,0.011433538,S_hoffmann/cbfs,7,7,7
mp/MITCHELL.IN2_TS0.75_EJ4,0.003171582,S_hoffmann/cbfs,9,9,9
mp/MITCHELL.IN2_TS0.75_EJ5,0.002423383,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.75_EJ6,0.008790549,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.75_EJ7,0.009523529,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.75_EJ8,0.002352306,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.75_EJ9,0.007287323,S_hoffmann/cbfs,3,3,3
mp/MITCHELL.IN2_TS0.75-med_EJ1,0.013046894,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.75-med_EJ10,0.012552746,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.75-med_EJ2,0.003972975,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.75-med_EJ3,0.005559348,S_hoffmann/cbfs,9,9,9
mp/MITCHELL.IN2_TS0.75-med_EJ4,0.015675068,S_hoffmann/cbfs,6,6,6
mp/MITCHELL.IN2_TS0.75-med_EJ5,0.012839085,S_hoffmann/cbfs,4,4,4
mp/MITCHELL.IN2_TS0.75-med_EJ6,0.016358307,S_hoffmann/cbfs,7,7,7
mp/MITCHELL.IN2_TS0.75-med_EJ7,0.012078184,S_hoffmann/cbfs,5,5,5
mp/MITCHELL.IN2_TS0.75-med_EJ8,0.013056753,S_hoffmann/cbfs,9,9,9
mp/MITCHELL.IN2_TS0.75-med_EJ9,0.009107301,S_hoffmann/cbfs,5,5,5
mp/MUKHERJE.IN2_TS0.25_EJ1,0.194997171,S_hoffmann/cbfs,17,17,17
mp/MUKHERJE.IN2_TS0.25_EJ10,0.123958523,S_hoffmann/cbfs,21,21,21
mp/MUKHERJE.IN2_TS0.25_EJ2,0.107092817,S_hoffmann/cbfs,14,14,14
mp/MUKHERJE.IN2_TS0.25_EJ3,0.176572235,S_hoffmann/cbfs,23,23,23
mp/MUKHERJE.IN2_TS0.25_EJ4,0.109614937,S_hoffmann/cbfs,23,23,23
mp/MUKHERJE.IN2_TS0.25_EJ5,1.930552379,S_hoffmann/cbfs,18,18,18
mp/MUKHERJE.IN2_TS0.25_EJ6,0.783645047,S_hoffmann/cbfs,22,22,22
mp/MUKHERJE.IN2_TS0.25_EJ7,0.108227687,S_hoffmann/cbfs,16,16,16
mp/MUKHERJE.IN2_TS0.25_EJ8,0.244107287,S_hoffmann/cbfs,15,15,15
mp/MUKHERJE.IN2_TS0.25_EJ9,0.123645154,S_hoffmann/cbfs,17,17,17
mp/MUKHERJE.IN2_TS0.25-med_EJ1,132.010119233,S_hoffmann/cbfs,19,20,19
mp/MUKHERJE.IN2_TS0.25-med_EJ10,133.034648875,S_hoffmann/cbfs,23,24,23
mp/MUKHERJE.IN2_TS0.25-med_EJ2,13.82542376,S_hoffmann/cbfs,22,22,22
mp/MUKHERJE.IN2_TS0.25-med_EJ3,13.663645992,S_hoffmann/cbfs,16,16,16
mp/MUKHERJE.IN2_TS0.25-med_EJ4,134.015235854,S_hoffmann/cbfs,25,27,25
mp/MUKHERJE.IN2_TS0.25-med_EJ5,35.165727702,S_hoffmann/cbfs,22,23,22
mp/MUKHERJE.IN2_TS0.25-med_EJ6,12.004365636,S_hoffmann/cbfs,15,15,15
mp/MUKHERJE.IN2_TS0.25-med_EJ7,13.742931701,S_hoffmann/cbfs,16,16,16
mp/MUKHERJE.IN2_TS0.25-med_EJ8,14.381098324,S_hoffmann/cbfs,23,23,23
mp/MUKHERJE.IN2_TS0.25-med_EJ9,132.004722093,S_hoffmann/cbfs,17,18,17
mp/MUKHERJE.IN2_TS0.75_EJ1,1.85965592,S_hoffmann/cbfs,13,13,13
mp/MUKHERJE.IN2_TS0.75_EJ10,7.81560814,S_hoffmann/cbfs,18,18,18
mp/MUKHERJE.IN2_TS0.75_EJ2,122.005126393,S_hoffmann/cbfs,19,20,19
mp/MUKHERJE.IN2_TS0.75_EJ3,12.005452697,S_hoffmann/cbfs,15,15,15
mp/MUKHERJE.IN2_TS0.75_EJ4,2.952965198,S_hoffmann/cbfs,22,22,22
mp/MUKHERJE.IN2_TS0.75_EJ5,2.390287621,S_hoffmann/cbfs,15,15,15
mp/MUKHERJE.IN2_TS0.75_EJ6,4.874421774,S_hoffmann/cbfs,22,22,22
mp/MUKHERJE.IN2_TS0.75_EJ7,12.003561308,S_hoffmann/cbfs,16,16,16
mp/MUKHERJE.IN2_TS0.75_EJ8,6.588225514,S_hoffmann/cbfs,13,13,13
mp/MUKHERJE.IN2_TS0.75_EJ9,3.070683942,S_hoffmann/cbfs,25,25,25
mp/MUKHERJE.IN2_TS0.75-med_EJ1,457.75979572,S_hoffmann/cbfs,16,18,16
mp/MUKHERJE.IN2_TS0.75-med_EJ10,477.518906437,S_hoffmann/cbfs,19,21,19
mp/MUKHERJE.IN2_TS0.75-med_EJ2,133.000517738,S_hoffmann/cbfs,20,22,20
mp/MUKHERJE.IN2_TS0.75-med_EJ3,265.863233528,S_hoffmann/cbfs,17,18,17
mp/MUKHERJE.IN2_TS0.75-med_EJ4,387.243103877,S_hoffmann/cbfs,16,18,16
mp/MUKHERJE.IN2_TS0.75-med_EJ5,256.126514315,S_hoffmann/cbfs,18,20,18
mp/MUKHERJE.IN2_TS0.75-med_EJ6,376.480514413,S_hoffmann/cbfs,13,14,13
mp/MUKHERJE.IN2_TS0.75-med_EJ7,395.628085407,S_hoffmann/cbfs,17,19,17
mp/MUKHERJE.IN2_TS0.75-med_EJ8,134.011965499,S_hoffmann/cbfs,14,15,14
mp/MUKHERJE.IN2_TS0.75-med_EJ9,311.257573938,S_hoffmann/cbfs,17,18,17
mp/ROSZIEG.IN2_TS0.25_EJ1,0.00487654,S_hoffmann/cbfs,8,8,8
mp/ROSZIEG.IN2_TS0.25_EJ10,0.014026071,S_hoffmann/cbfs,9,9,9
mp/ROSZIEG.IN2_TS0.25_EJ2,0.004848696,S_hoffmann/cbfs,10,10,10
mp/ROSZIEG.IN2_TS0.25_EJ3,0.011110311,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.25_EJ4,0.011058667,S_hoffmann/cbfs,7,7,7
mp/ROSZIEG.IN2_TS0.25_EJ5,0.006122059,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.25_EJ6,0.013171088,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.25_EJ7,0.004200465,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.25_EJ8,0.011756576,S_hoffmann/cbfs,10,10,10
mp/ROSZIEG.IN2_TS0.25_EJ9,0.014160367,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.25-med_EJ1,0.014916036,S_hoffmann/cbfs,8,8,8
mp/ROSZIEG.IN2_TS0.25-med_EJ10,0.018980169,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.25-med_EJ2,0.016917578,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.25-med_EJ3,0.019291,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.25-med_EJ4,0.018260378,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.25-med_EJ5,0.013790675,S_hoffmann/cbfs,7,7,7
mp/ROSZIEG.IN2_TS0.25-med_EJ6,0.017192685,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.25-med_EJ7,0.016899506,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.25-med_EJ8,0.020239687,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.25-med_EJ9,0.011623048,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.75_EJ1,0.010764979,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.75_EJ10,0.011919401,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.75_EJ2,0.008450195,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.75_EJ3,0.010523448,S_hoffmann/cbfs,8,8,8
mp/ROSZIEG.IN2_TS0.75_EJ4,0.013258721,S_hoffmann/cbfs,8,8,8
mp/ROSZIEG.IN2_TS0.75_EJ5,0.010545907,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.75_EJ6,0.015598508,S_hoffmann/cbfs,10,10,10
mp/ROSZIEG.IN2_TS0.75_EJ7,0.01371052,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.75_EJ8,0.012786324,S_hoffmann/cbfs,8,8,8
mp/ROSZIEG.IN2_TS0.75_EJ9,0.011861115,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.75-med_EJ1,0.008283494,S_hoffmann/cbfs,10,10,10
mp/ROSZIEG.IN2_TS0.75-med_EJ10,0.021105922,S_hoffmann/cbfs,5,5,5
mp/ROSZIEG.IN2_TS0.75-med_EJ2,0.026401155,S_hoffmann/cbfs,7,7,7
mp/ROSZIEG.IN2_TS0.75-med_EJ3,0.011911355,S_hoffmann/cbfs,6,6,6
mp/ROSZIEG.IN2_TS0.75-med_EJ4,0.015386217,S_hoffmann/cbfs,12,12,12
mp/ROSZIEG.IN2_TS0.75-med_EJ5,0.014622985,S_hoffmann/cbfs,13,13,13
mp/ROSZIEG.IN2_TS0.75-med_EJ6,0.010954579,S_hoffmann/cbfs,10,10,10
mp/ROSZIEG.IN2_TS0.75-med_EJ7,0.017736653,S_hoffmann/cbfs,11,11,11
mp/ROSZIEG.IN2_TS0.75-med_EJ8,0.020241165,S_hoffmann/cbfs,7,7,7
mp/ROSZIEG.IN2_TS0.75-med_EJ9,0.020882897,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25_EJ1,0.008203158,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25_EJ10,0.013643334,S_hoffmann/cbfs,9,9,9
mp/SAWYER30.IN2_TS0.25_EJ2,0.014293099,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25_EJ3,0.044791629,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25_EJ4,0.015902775,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25_EJ5,0.007584647,S_hoffmann/cbfs,5,5,5
mp/SAWYER30.IN2_TS0.25_EJ6,0.09607553,S_hoffmann/cbfs,5,5,5
mp/SAWYER30.IN2_TS0.25_EJ7,0.061905671,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25_EJ8,0.012238776,S_hoffmann/cbfs,14,14,14
mp/SAWYER30.IN2_TS0.25_EJ9,0.006591117,S_hoffmann/cbfs,7,7,7
mp/SAWYER30.IN2_TS0.25-med_EJ1,0.022410821,S_hoffmann/cbfs,5,5,5
mp/SAWYER30.IN2_TS0.25-med_EJ10,0.015285209,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25-med_EJ2,0.05640787,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25-med_EJ3,0.041826957,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25-med_EJ4,0.014513124,S_hoffmann/cbfs,8,8,8
mp/SAWYER30.IN2_TS0.25-med_EJ5,0.020478154,S_hoffmann/cbfs,10,10,10
mp/SAWYER30.IN2_TS0.25-med_EJ6,0.031440836,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.25-med_EJ7,0.020409508,S_hoffmann/cbfs,9,9,9
mp/SAWYER30.IN2_TS0.25-med_EJ8,0.050001175,S_hoffmann/cbfs,12,12,12
mp/SAWYER30.IN2_TS0.25-med_EJ9,0.05868415,S_hoffmann/cbfs,12,12,12
mp/SAWYER30.IN2_TS0.75_EJ1,0.016279681,S_hoffmann/cbfs,5,5,5
mp/SAWYER30.IN2_TS0.75_EJ10,0.015424722,S_hoffmann/cbfs,5,5,5
mp/SAWYER30.IN2_TS0.75_EJ2,0.00812456,S_hoffmann/cbfs,8,8,8
mp/SAWYER30.IN2_TS0.75_EJ3,0.040014916,S_hoffmann/cbfs,5,5,5
mp/SAWYER30.IN2_TS0.75_EJ4,0.016079574,S_hoffmann/cbfs,10,10,10
mp/SAWYER30.IN2_TS0.75_EJ5,0.015344462,S_hoffmann/cbfs,12,12,12
mp/SAWYER30.IN2_TS0.75_EJ6,0.006934506,S_hoffmann/cbfs,14,14,14
mp/SAWYER30.IN2_TS0.75_EJ7,0.00633463,S_hoffmann/cbfs,5,5,5
mp/SAWYER30.IN2_TS0.75_EJ8,0.011117324,S_hoffmann/cbfs,7,7,7
mp/SAWYER30.IN2_TS0.75_EJ9,0.013843064,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.75-med_EJ1,0.053437068,S_hoffmann/cbfs,7,7,7
mp/SAWYER30.IN2_TS0.75-med_EJ10,0.103508858,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.75-med_EJ2,0.028695978,S_hoffmann/cbfs,17,17,17
mp/SAWYER30.IN2_TS0.75-med_EJ3,0.047791983,S_hoffmann/cbfs,8,8,8
mp/SAWYER30.IN2_TS0.75-med_EJ4,0.024676282,S_hoffmann/cbfs,12,12,12
mp/SAWYER30.IN2_TS0.75-med_EJ5,0.062038533,S_hoffmann/cbfs,8,8,8
mp/SAWYER30.IN2_TS0.75-med_EJ6,0.040122697,S_hoffmann/cbfs,7,7,7
mp/SAWYER30.IN2_TS0.75-med_EJ7,0.030912791,S_hoffmann/cbfs,9,9,9
mp/SAWYER30.IN2_TS0.75-med_EJ8,0.037172228,S_hoffmann/cbfs,6,6,6
mp/SAWYER30.IN2_TS0.75-med_EJ9,0.051707762,S_hoffmann/cbfs,10,10,10
mp/SCHOLL.IN2_TS0.25_EJ1,7.564638929,S_hoffmann/cbfs,29,29,29
mp/SCHOLL.IN2_TS0.25_EJ10,5.222313346,S_hoffmann/cbfs,31,31,31
mp/SCHOLL.IN2_TS0.25_EJ2,5.743369832,S_hoffmann/cbfs,26,26,26
mp/SCHOLL.IN2_TS0.25_EJ3,9.030885375,S_hoffmann/cbfs,31,31,31
mp/SCHOLL.IN2_TS0.25_EJ4,20.496279743,S_hoffmann/cbfs,46,46,46
mp/SCHOLL.IN2_TS0.25_EJ5,8.739388099,S_hoffmann/cbfs,36,36,36
mp/SCHOLL.IN2_TS0.25_EJ6,7.98719117,S_hoffmann/cbfs,29,29,29
mp/SCHOLL.IN2_TS0.25_EJ7,10.163635171,S_hoffmann/cbfs,49,49,49
mp/SCHOLL.IN2_TS0.25_EJ8,10.591951874,S_hoffmann/cbfs,32,32,32
mp/SCHOLL.IN2_TS0.25_EJ9,6.581052761,S_hoffmann/cbfs,35,35,35
mp/SCHOLL.IN2_TS0.25-med_EJ1,290.046767474,S_hoffmann/cbfs,32,33,32
mp/SCHOLL.IN2_TS0.25-med_EJ10,270.101546853,S_hoffmann/cbfs,36,38,36
mp/SCHOLL.IN2_TS0.25-med_EJ2,246.048077619,S_hoffmann/cbfs,44,45,44
mp/SCHOLL.IN2_TS0.25-med_EJ3,233.025823851,S_hoffmann/cbfs,50,52,50
mp/SCHOLL.IN2_TS0.25-med_EJ4,300.048045549,S_hoffmann/cbfs,36,37,36
mp/SCHOLL.IN2_TS0.25-med_EJ5,259.069709025,S_hoffmann/cbfs,40,41,40
mp/SCHOLL.IN2_TS0.25-med_EJ6,280.009023381,S_hoffmann/cbfs,31,32,31
mp/SCHOLL.IN2_TS0.25-med_EJ7,321.020232868,S_hoffmann/cbfs,26,27,26
mp/SCHOLL.IN2_TS0.25-med_EJ8,309.035411281,S_hoffmann/cbfs,29,30,29
mp/SCHOLL.IN2_TS0.25-med_EJ9,278.109483287,S_hoffmann/cbfs,35,37,35
mp/SCHOLL.IN2_TS0.75_EJ1,14.00358159,S_hoffmann/cbfs,39,39,39
mp/SCHOLL.IN2_TS0.75_EJ10,13.576873413,S_hoffmann/cbfs,36,36,36
mp/SCHOLL.IN2_TS0.75_EJ2,9.856267713,S_hoffmann/cbfs,27,27,27
mp/SCHOLL.IN2_TS0.75_EJ3,163.633396535,S_hoffmann/cbfs,42,43,42
mp/SCHOLL.IN2_TS0.75_EJ4,13.007587021,S_hoffmann/cbfs,32,32,32
mp/SCHOLL.IN2_TS0.75_EJ5,10.258009953,S_hoffmann/cbfs,33,33,33
mp/SCHOLL.IN2_TS0.75_EJ6,22.192049077,S_hoffmann/cbfs,45,45,45
mp/SCHOLL.IN2_TS0.75_EJ7,135.012798167,S_hoffmann/cbfs,42,43,42
mp/SCHOLL.IN2_TS0.75_EJ8,9.379087562,S_hoffmann/cbfs,32,32,32
mp/SCHOLL.IN2_TS0.75_EJ9,13.018787424,S_hoffmann/cbfs,28,28,28
mp/SCHOLL.IN2_TS0.75-med_EJ1,237.046139248,S_hoffmann/cbfs,50,55,50
mp/SCHOLL.IN2_TS0.75-med_EJ10,284.024203093,S_hoffmann/cbfs,30,33,30
mp/SCHOLL.IN2_TS0.75-med_EJ2,279.141852903,S_hoffmann/cbfs,40,44,40
mp/SCHOLL.IN2_TS0.75-med_EJ3,227.003917479,S_hoffmann/cbfs,48,53,48
mp/SCHOLL.IN2_TS0.75-med_EJ4,269.060473757,S_hoffmann/cbfs,37,41,37
mp/SCHOLL.IN2_TS0.75-med_EJ5,270.07698309,S_hoffmann/cbfs,37,41,37
mp/SCHOLL.IN2_TS0.75-med_EJ6,327.089698176,S_hoffmann/cbfs,26,29,26
mp/SCHOLL.IN2_TS0.75-med_EJ7,289.035053801,S_hoffmann/cbfs,29,32,29
mp/SCHOLL.IN2_TS0.75-med_EJ8,301.047799035,S_hoffmann/cbfs,31,34,31
mp/SCHOLL.IN2_TS0.75-med_EJ9,309.022912878,S_hoffmann/cbfs,26,28,26
mp/TONGE70.IN2_TS0.25_EJ1,0.078194039,S_hoffmann/cbfs,8,8,8
mp/TONGE70.IN2_TS0.25_EJ10,0.047412083,S_hoffmann/cbfs,9,9,9
mp/TONGE70.IN2_TS0.25_EJ2,2.706378551,S_hoffmann/cbfs,21,21,21
mp/TONGE70.IN2_TS0.25_EJ3,0.044499203,S_hoffmann/cbfs,11,11,11
mp/TONGE70.IN2_TS0.25_EJ4,0.079888679,S_hoffmann/cbfs,8,8,8
mp/TONGE70.IN2_TS0.25_EJ5,0.155030959,S_hoffmann/cbfs,14,14,14
mp/TONGE70.IN2_TS0.25_EJ6,6.646697771,S_hoffmann/cbfs,23,23,23
mp/TONGE70.IN2_TS0.25_EJ7,0.047547791,S_hoffmann/cbfs,9,9,9
mp/TONGE70.IN2_TS0.25_EJ8,0.22762366,S_hoffmann/cbfs,7,7,7
mp/TONGE70.IN2_TS0.25_EJ9,0.190938524,S_hoffmann/cbfs,7,7,7
mp/TONGE70.IN2_TS0.25-med_EJ1,11.521043298,S_hoffmann/cbfs,13,13,13
mp/TONGE70.IN2_TS0.25-med_EJ10,81.429119038,S_hoffmann/cbfs,21,21,21
mp/TONGE70.IN2_TS0.25-med_EJ2,120.001916333,S_hoffmann/cbfs,17,17,17
mp/TONGE70.IN2_TS0.25-med_EJ3,1.658088919,S_hoffmann/cbfs,17,17,17
mp/TONGE70.IN2_TS0.25-med_EJ4,12.004586793,S_hoffmann/cbfs,8,8,8
mp/TONGE70.IN2_TS0.25-med_EJ5,41.656657,S_hoffmann/cbfs,7,7,7
mp/TONGE70.IN2_TS0.25-med_EJ6,7.753195586,S_hoffmann/cbfs,11,11,11
mp/TONGE70.IN2_TS0.25-med_EJ7,6.686124997,S_hoffmann/cbfs,8,8,8
mp/TONGE70.IN2_TS0.25-med_EJ8,121.117682305,S_hoffmann/cbfs,14,14,14
mp/TONGE70.IN2_TS0.25-med_EJ9,128.954762837,S_hoffmann/cbfs,7,8,7
mp/TONGE70.IN2_TS0.75_EJ1,0.043130068,S_hoffmann/cbfs,13,13,13
mp/TONGE70.IN2_TS0.75_EJ10,0.057796817,S_hoffmann/cbfs,8,8,8
mp/TONGE70.IN2_TS0.75_EJ2,0.071094363,S_hoffmann/cbfs,9,9,9
mp/TONGE70.IN2_TS0.75_EJ3,0.05328954,S_hoffmann/cbfs,16,16,16
mp/TONGE70.IN2_TS0.75_EJ4,0.064882091,S_hoffmann/cbfs,9,9,9
mp/TONGE70.IN2_TS0.75_EJ5,0.0658248,S_hoffmann/cbfs,9,9,9
mp/TONGE70.IN2_TS0.75_EJ6,0.05222562,S_hoffmann/cbfs,11,11,11
