set,alpha,inst,n,lm1,lms1,lm2,lm3,lm4
mp,NA,ARC83.IN2_TS0.25_EJ1,83,8,8,0,1,8
mp,NA,ARC83.IN2_TS0.25_EJ10,83,12,12,1,2,12
mp,NA,ARC83.IN2_TS0.25_EJ2,83,15,15,2,5,15
mp,NA,ARC83.IN2_TS0.25_EJ3,83,8,8,0,1,8
mp,NA,ARC83.IN2_TS0.25_EJ4,83,9,9,0,1,10
mp,NA,ARC83.IN2_TS0.25_EJ5,83,12,12,1,2,12
mp,NA,ARC83.IN2_TS0.25_EJ6,83,9,9,0,1,9
mp,NA,ARC83.IN2_TS0.25_EJ7,83,13,13,1,3,13
mp,NA,ARC83.IN2_TS0.25_EJ8,83,8,8,0,1,8
mp,NA,ARC83.IN2_TS0.25_EJ9,83,14,14,2,3,14
mp,NA,ARC83.IN2_TS0.25-med_EJ1,83,20,20,5,7,20
mp,NA,ARC83.IN2_TS0.25-med_EJ10,83,12,12,1,2,12
mp,NA,ARC83.IN2_TS0.25-med_EJ2,83,11,11,1,2,12
mp,NA,ARC83.IN2_TS0.25-med_EJ3,83,11,11,0,2,11
mp,NA,ARC83.IN2_TS0.25-med_EJ4,83,12,12,1,2,12
mp,NA,ARC83.IN2_TS0.25-med_EJ5,83,13,13,1,3,13
mp,NA,ARC83.IN2_TS0.25-med_EJ6,83,18,18,4,6,18
mp,NA,ARC83.IN2_TS0.25-med_EJ7,83,11,11,1,2,12
mp,NA,ARC83.IN2_TS0.25-med_EJ8,83,19,19,4,6,19
mp,NA,ARC83.IN2_TS0.25-med_EJ9,83,12,12,1,2,12
mp,NA,ARC83.IN2_TS0.75_EJ1,83,14,14,2,3,14
mp,NA,ARC83.IN2_TS0.75_EJ10,83,14,14,2,4,14
mp,NA,ARC83.IN2_TS0.75_EJ2,83,9,9,0,1,9
mp,NA,ARC83.IN2_TS0.75_EJ3,83,11,11,1,2,12
mp,NA,ARC83.IN2_TS0.75_EJ4,83,9,9,0,1,9
mp,NA,ARC83.IN2_TS0.75_EJ5,83,8,8,0,1,8
mp,NA,ARC83.IN2_TS0.75_EJ6,83,9,9,0,1,9
mp,NA,ARC83.IN2_TS0.75_EJ7,83,11,11,1,2,11
mp,NA,ARC83.IN2_TS0.75_EJ8,83,10,10,0,1,10
mp,NA,ARC83.IN2_TS0.75_EJ9,83,8,8,0,1,8
mp,NA,ARC83.IN2_TS0.75-med_EJ1,83,14,14,2,3,14
mp,NA,ARC83.IN2_TS0.75-med_EJ10,83,15,16,2,5,16
mp,NA,ARC83.IN2_TS0.75-med_EJ2,83,20,20,5,6,20
mp,NA,ARC83.IN2_TS0.75-med_EJ3,83,11,11,1,2,11
mp,NA,ARC83.IN2_TS0.75-med_EJ4,83,11,12,1,2,12
mp,NA,ARC83.IN2_TS0.75-med_EJ5,83,15,16,2,5,16
mp,NA,ARC83.IN2_TS0.75-med_EJ6,83,11,11,0,2,11
mp,NA,ARC83.IN2_TS0.75-med_EJ7,83,11,12,1,2,12
mp,NA,ARC83.IN2_TS0.75-med_EJ8,83,11,11,1,2,11
mp,NA,ARC83.IN2_TS0.75-med_EJ9,83,19,19,5,6,20
mp,NA,BARTHOL2.IN2_TS0.25_EJ1,148,40,40,15,24,40
mp,NA,BARTHOL2.IN2_TS0.25_EJ10,148,37,37,12,22,37
mp,NA,BARTHOL2.IN2_TS0.25_EJ2,148,29,29,6,10,29
mp,NA,BARTHOL2.IN2_TS0.25_EJ3,148,44,44,20,29,44
mp,NA,BARTHOL2.IN2_TS0.25_EJ4,148,28,28,6,10,28
mp,NA,BARTHOL2.IN2_TS0.25_EJ5,148,26,26,1,7,26
mp,NA,BARTHOL2.IN2_TS0.25_EJ6,148,43,43,20,27,43
mp,NA,BARTHOL2.IN2_TS0.25_EJ7,148,46,46,27,34,46
mp,NA,BARTHOL2.IN2_TS0.25_EJ8,148,39,39,15,24,39
mp,NA,BARTHOL2.IN2_TS0.25_EJ9,148,41,41,18,25,41
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ1,148,26,26,1,8,26
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ10,148,50,50,30,38,50
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ2,148,50,50,30,38,50
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ3,148,27,27,2,8,27
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ4,148,28,28,6,9,28
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ5,148,28,28,6,9,28
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ6,148,29,29,6,10,29
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ7,148,37,37,12,22,37
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ8,148,27,27,4,9,27
mp,NA,BARTHOL2.IN2_TS0.25-med_EJ9,148,27,27,2,8,27
mp,NA,BARTHOL2.IN2_TS0.75_EJ1,148,27,27,4,9,27
mp,NA,BARTHOL2.IN2_TS0.75_EJ10,148,35,35,12,16,35
mp,NA,BARTHOL2.IN2_TS0.75_EJ2,148,49,49,30,36,49
mp,NA,BARTHOL2.IN2_TS0.75_EJ3,148,26,26,1,8,26
mp,NA,BARTHOL2.IN2_TS0.75_EJ4,148,46,46,27,34,46
mp,NA,BARTHOL2.IN2_TS0.75_EJ5,148,28,28,5,9,28
mp,NA,BARTHOL2.IN2_TS0.75_EJ6,148,28,28,6,10,28
mp,NA,BARTHOL2.IN2_TS0.75_EJ7,148,31,31,7,14,31
mp,NA,BARTHOL2.IN2_TS0.75_EJ8,148,36,36,12,21,36
mp,NA,BARTHOL2.IN2_TS0.75_EJ9,148,43,43,20,28,43
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ1,148,34,34,11,16,34
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ10,148,26,26,0,7,26
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ2,148,36,36,12,20,36
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ3,148,26,26,1,8,26
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ4,148,45,45,22,33,45
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ5,148,40,40,15,24,40
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ6,148,43,43,20,28,43
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ7,148,31,31,7,15,31
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ8,148,26,26,1,8,26
mp,NA,BARTHOL2.IN2_TS0.75-med_EJ9,148,51,51,31,39,51
mp,NA,BARTHOLD.IN2_TS0.25_EJ1,148,14,14,2,5,14
mp,NA,BARTHOLD.IN2_TS0.25_EJ10,148,9,9,1,1,9
mp,NA,BARTHOLD.IN2_TS0.25_EJ2,148,13,13,2,4,13
mp,NA,BARTHOLD.IN2_TS0.25_EJ3,148,12,12,2,2,12
mp,NA,BARTHOLD.IN2_TS0.25_EJ4,148,9,9,1,1,9
mp,NA,BARTHOLD.IN2_TS0.25_EJ5,148,8,8,1,1,8
mp,NA,BARTHOLD.IN2_TS0.25_EJ6,148,8,8,1,1,8
mp,NA,BARTHOLD.IN2_TS0.25_EJ7,148,8,8,1,1,8
mp,NA,BARTHOLD.IN2_TS0.25_EJ8,148,8,8,0,1,8
mp,NA,BARTHOLD.IN2_TS0.25_EJ9,148,8,8,1,1,8
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ1,148,8,8,1,1,8
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ10,148,11,11,2,2,11
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ2,148,8,8,0,1,8
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ3,148,10,10,1,1,10
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ4,148,8,8,0,1,8
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ5,148,10,10,1,1,10
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ6,148,13,13,2,3,13
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ7,148,12,12,2,3,12
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ8,148,11,11,2,2,11
mp,NA,BARTHOLD.IN2_TS0.25-med_EJ9,148,10,10,1,1,10
mp,NA,BARTHOLD.IN2_TS0.75_EJ1,148,9,9,1,1,9
mp,NA,BARTHOLD.IN2_TS0.75_EJ10,148,13,13,2,3,13
mp,NA,BARTHOLD.IN2_TS0.75_EJ2,148,14,14,2,4,14
mp,NA,BARTHOLD.IN2_TS0.75_EJ3,148,14,14,2,5,14
mp,NA,BARTHOLD.IN2_TS0.75_EJ4,148,13,13,2,4,13
mp,NA,BARTHOLD.IN2_TS0.75_EJ5,148,13,13,2,3,13
mp,NA,BARTHOLD.IN2_TS0.75_EJ6,148,11,11,2,2,11
mp,NA,BARTHOLD.IN2_TS0.75_EJ7,148,8,8,1,1,8
mp,NA,BARTHOLD.IN2_TS0.75_EJ8,148,8,8,1,1,8
mp,NA,BARTHOLD.IN2_TS0.75_EJ9,148,11,11,2,2,11
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ1,148,8,8,0,1,8
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ10,148,13,13,2,3,13
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ2,148,9,9,1,1,9
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ3,148,8,8,0,1,8
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ4,148,11,11,2,2,11
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ5,148,14,14,2,4,14
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ6,148,9,9,1,1,9
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ7,148,9,9,1,1,9
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ8,148,9,9,1,1,9
mp,NA,BARTHOLD.IN2_TS0.75-med_EJ9,148,11,11,2,2,11
mp,NA,HAHN.IN2_TS0.25_EJ1,53,6,6,2,3,6
mp,NA,HAHN.IN2_TS0.25_EJ10,53,5,5,2,3,5
mp,NA,HAHN.IN2_TS0.25_EJ2,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25_EJ3,53,5,5,2,2,5
mp,NA,HAHN.IN2_TS0.25_EJ4,53,7,7,3,4,8
mp,NA,HAHN.IN2_TS0.25_EJ5,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25_EJ6,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25_EJ7,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25_EJ8,53,5,5,2,2,5
mp,NA,HAHN.IN2_TS0.25_EJ9,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25-med_EJ1,53,5,5,1,2,5
mp,NA,HAHN.IN2_TS0.25-med_EJ10,53,7,8,4,4,8
mp,NA,HAHN.IN2_TS0.25-med_EJ2,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25-med_EJ3,53,5,5,1,2,5
mp,NA,HAHN.IN2_TS0.25-med_EJ4,53,7,7,4,4,8
mp,NA,HAHN.IN2_TS0.25-med_EJ5,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25-med_EJ6,53,5,5,1,2,5
mp,NA,HAHN.IN2_TS0.25-med_EJ7,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.25-med_EJ8,53,5,5,1,2,5
mp,NA,HAHN.IN2_TS0.25-med_EJ9,53,5,6,2,3,5
mp,NA,HAHN.IN2_TS0.75_EJ1,53,4,5,1,2,5
mp,NA,HAHN.IN2_TS0.75_EJ10,53,7,7,4,4,8
mp,NA,HAHN.IN2_TS0.75_EJ2,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75_EJ3,53,6,6,2,3,6
mp,NA,HAHN.IN2_TS0.75_EJ4,53,6,6,2,3,6
mp,NA,HAHN.IN2_TS0.75_EJ5,53,5,5,1,2,5
mp,NA,HAHN.IN2_TS0.75_EJ6,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75_EJ7,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75_EJ8,53,6,6,2,3,6
mp,NA,HAHN.IN2_TS0.75_EJ9,53,7,7,3,4,8
mp,NA,HAHN.IN2_TS0.75-med_EJ1,53,5,5,2,2,5
mp,NA,HAHN.IN2_TS0.75-med_EJ10,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75-med_EJ2,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75-med_EJ3,53,4,5,1,2,5
mp,NA,HAHN.IN2_TS0.75-med_EJ4,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75-med_EJ5,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75-med_EJ6,53,5,6,2,3,6
mp,NA,HAHN.IN2_TS0.75-med_EJ7,53,4,4,0,1,4
mp,NA,HAHN.IN2_TS0.75-med_EJ8,53,6,6,2,3,6
mp,NA,HAHN.IN2_TS0.75-med_EJ9,53,5,6,2,2,5
mp,NA,HESKIA.IN2_TS0.25_EJ1,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.25_EJ10,28,6,6,3,3,6
mp,NA,HESKIA.IN2_TS0.25_EJ2,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.25_EJ3,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.25_EJ4,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.25_EJ5,28,4,4,0,0,4
mp,NA,HESKIA.IN2_TS0.25_EJ6,28,8,8,4,7,8
mp,NA,HESKIA.IN2_TS0.25_EJ7,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.25_EJ8,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.25_EJ9,28,6,6,2,3,6
mp,NA,HESKIA.IN2_TS0.25-med_EJ1,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.25-med_EJ10,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.25-med_EJ2,28,4,4,0,0,4
mp,NA,HESKIA.IN2_TS0.25-med_EJ3,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.25-med_EJ4,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.25-med_EJ5,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.25-med_EJ6,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.25-med_EJ7,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.25-med_EJ8,28,5,5,2,3,5
mp,NA,HESKIA.IN2_TS0.25-med_EJ9,28,8,8,3,6,8
mp,NA,HESKIA.IN2_TS0.75_EJ1,28,7,7,3,4,7
mp,NA,HESKIA.IN2_TS0.75_EJ10,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.75_EJ2,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.75_EJ3,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.75_EJ4,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.75_EJ5,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.75_EJ6,28,4,4,0,0,4
mp,NA,HESKIA.IN2_TS0.75_EJ7,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.75_EJ8,28,8,8,4,7,8
mp,NA,HESKIA.IN2_TS0.75_EJ9,28,6,6,3,4,6
mp,NA,HESKIA.IN2_TS0.75-med_EJ1,28,7,8,3,6,7
mp,NA,HESKIA.IN2_TS0.75-med_EJ10,28,6,6,3,4,6
mp,NA,HESKIA.IN2_TS0.75-med_EJ2,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.75-med_EJ3,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.75-med_EJ4,28,5,5,0,2,5
mp,NA,HESKIA.IN2_TS0.75-med_EJ5,28,4,4,0,2,4
mp,NA,HESKIA.IN2_TS0.75-med_EJ6,28,4,4,0,1,4
mp,NA,HESKIA.IN2_TS0.75-med_EJ7,28,6,6,2,3,6
mp,NA,HESKIA.IN2_TS0.75-med_EJ8,28,4,5,0,2,4
mp,NA,HESKIA.IN2_TS0.75-med_EJ9,28,6,6,3,4,6
mp,NA,LUTZ1.IN2_TS0.25_EJ1,32,7,7,1,1,7
mp,NA,LUTZ1.IN2_TS0.25_EJ10,32,9,9,2,4,9
mp,NA,LUTZ1.IN2_TS0.25_EJ2,32,7,7,1,1,7
mp,NA,LUTZ1.IN2_TS0.25_EJ3,32,10,10,2,6,10
mp,NA,LUTZ1.IN2_TS0.25_EJ4,32,7,7,1,1,7
mp,NA,LUTZ1.IN2_TS0.25_EJ5,32,8,8,1,4,8
mp,NA,LUTZ1.IN2_TS0.25_EJ6,32,8,8,1,3,8
mp,NA,LUTZ1.IN2_TS0.25_EJ7,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.25_EJ8,32,8,8,1,3,8
mp,NA,LUTZ1.IN2_TS0.25_EJ9,32,9,9,2,4,9
mp,NA,LUTZ1.IN2_TS0.25-med_EJ1,32,10,10,2,6,10
mp,NA,LUTZ1.IN2_TS0.25-med_EJ10,32,8,8,1,4,8
mp,NA,LUTZ1.IN2_TS0.25-med_EJ2,32,8,8,1,4,8
mp,NA,LUTZ1.IN2_TS0.25-med_EJ3,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.25-med_EJ4,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.25-med_EJ5,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.25-med_EJ6,32,7,7,1,1,7
mp,NA,LUTZ1.IN2_TS0.25-med_EJ7,32,8,8,1,3,8
mp,NA,LUTZ1.IN2_TS0.25-med_EJ8,32,8,8,1,3,8
mp,NA,LUTZ1.IN2_TS0.25-med_EJ9,32,8,8,1,3,8
mp,NA,LUTZ1.IN2_TS0.75_EJ1,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.75_EJ10,32,8,9,1,4,8
mp,NA,LUTZ1.IN2_TS0.75_EJ2,32,6,7,1,1,6
mp,NA,LUTZ1.IN2_TS0.75_EJ3,32,8,8,1,4,8
mp,NA,LUTZ1.IN2_TS0.75_EJ4,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.75_EJ5,32,7,7,1,1,7
mp,NA,LUTZ1.IN2_TS0.75_EJ6,32,6,7,1,1,6
mp,NA,LUTZ1.IN2_TS0.75_EJ7,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.75_EJ8,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.75_EJ9,32,8,8,1,4,8
mp,NA,LUTZ1.IN2_TS0.75-med_EJ1,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.75-med_EJ10,32,7,8,1,1,7
mp,NA,LUTZ1.IN2_TS0.75-med_EJ2,32,10,11,2,6,11
mp,NA,LUTZ1.IN2_TS0.75-med_EJ3,32,7,8,1,1,7
mp,NA,LUTZ1.IN2_TS0.75-med_EJ4,32,6,6,1,1,6
mp,NA,LUTZ1.IN2_TS0.75-med_EJ5,32,6,7,1,1,6
mp,NA,LUTZ1.IN2_TS0.75-med_EJ6,32,8,9,1,4,8
mp,NA,LUTZ1.IN2_TS0.75-med_EJ7,32,10,10,2,5,11
mp,NA,LUTZ1.IN2_TS0.75-med_EJ8,32,6,7,1,1,7
mp,NA,LUTZ1.IN2_TS0.75-med_EJ9,32,9,9,2,4,9
mp,NA,LUTZ2.IN2_TS0.25_EJ1,89,25,25,4,18,25
mp,NA,LUTZ2.IN2_TS0.25_EJ10,89,39,39,35,36,39
mp,NA,LUTZ2.IN2_TS0.25_EJ2,89,34,34,26,28,34
mp,NA,LUTZ2.IN2_TS0.25_EJ3,89,29,29,17,23,30
mp,NA,LUTZ2.IN2_TS0.25_EJ4,89,34,34,26,28,34
mp,NA,LUTZ2.IN2_TS0.25_EJ5,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.25_EJ6,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.25_EJ7,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.25_EJ8,89,27,27,13,21,27
mp,NA,LUTZ2.IN2_TS0.25_EJ9,89,43,43,40,42,43
mp,NA,LUTZ2.IN2_TS0.25-med_EJ1,89,38,38,35,35,39
mp,NA,LUTZ2.IN2_TS0.25-med_EJ10,89,41,41,40,40,41
mp,NA,LUTZ2.IN2_TS0.25-med_EJ2,89,35,35,31,31,36
mp,NA,LUTZ2.IN2_TS0.25-med_EJ3,89,26,26,8,18,26
mp,NA,LUTZ2.IN2_TS0.25-med_EJ4,89,38,38,35,35,39
mp,NA,LUTZ2.IN2_TS0.25-med_EJ5,89,27,27,13,21,27
mp,NA,LUTZ2.IN2_TS0.25-med_EJ6,89,31,31,22,22,31
mp,NA,LUTZ2.IN2_TS0.25-med_EJ7,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.25-med_EJ8,89,25,25,4,18,25
mp,NA,LUTZ2.IN2_TS0.25-med_EJ9,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.75_EJ1,89,31,31,22,23,31
mp,NA,LUTZ2.IN2_TS0.75_EJ10,89,24,24,0,16,24
mp,NA,LUTZ2.IN2_TS0.75_EJ2,89,31,31,22,23,31
mp,NA,LUTZ2.IN2_TS0.75_EJ3,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.75_EJ4,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.75_EJ5,89,43,43,40,42,43
mp,NA,LUTZ2.IN2_TS0.75_EJ6,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.75_EJ7,89,27,27,13,21,27
mp,NA,LUTZ2.IN2_TS0.75_EJ8,89,24,24,0,16,24
mp,NA,LUTZ2.IN2_TS0.75_EJ9,89,39,39,35,37,39
mp,NA,LUTZ2.IN2_TS0.75-med_EJ1,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.75-med_EJ10,89,31,31,22,22,31
mp,NA,LUTZ2.IN2_TS0.75-med_EJ2,89,25,25,4,18,25
mp,NA,LUTZ2.IN2_TS0.75-med_EJ3,89,41,41,40,40,42
mp,NA,LUTZ2.IN2_TS0.75-med_EJ4,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.75-med_EJ5,89,33,33,26,27,33
mp,NA,LUTZ2.IN2_TS0.75-med_EJ6,89,35,35,31,31,37
mp,NA,LUTZ2.IN2_TS0.75-med_EJ7,89,29,29,17,22,29
mp,NA,LUTZ2.IN2_TS0.75-med_EJ8,89,24,24,0,16,24
mp,NA,LUTZ2.IN2_TS0.75-med_EJ9,89,41,41,40,40,42
mp,NA,LUTZ3.IN2_TS0.25_EJ1,89,21,21,5,11,21
mp,NA,LUTZ3.IN2_TS0.25_EJ10,89,12,12,1,2,12
mp,NA,LUTZ3.IN2_TS0.25_EJ2,89,14,14,2,3,14
mp,NA,LUTZ3.IN2_TS0.25_EJ3,89,17,17,3,6,17
mp,NA,LUTZ3.IN2_TS0.25_EJ4,89,18,18,4,7,18
mp,NA,LUTZ3.IN2_TS0.25_EJ5,89,18,18,4,7,18
mp,NA,LUTZ3.IN2_TS0.25_EJ6,89,16,16,3,5,16
mp,NA,LUTZ3.IN2_TS0.25_EJ7,89,13,13,2,2,13
mp,NA,LUTZ3.IN2_TS0.25_EJ8,89,17,17,3,6,17
mp,NA,LUTZ3.IN2_TS0.25_EJ9,89,17,17,3,6,17
mp,NA,LUTZ3.IN2_TS0.25-med_EJ1,89,16,16,3,5,17
mp,NA,LUTZ3.IN2_TS0.25-med_EJ10,89,12,12,1,2,12
mp,NA,LUTZ3.IN2_TS0.25-med_EJ2,89,16,16,3,5,16
mp,NA,LUTZ3.IN2_TS0.25-med_EJ3,89,22,22,5,12,22
mp,NA,LUTZ3.IN2_TS0.25-med_EJ4,89,16,16,3,5,16
mp,NA,LUTZ3.IN2_TS0.25-med_EJ5,89,12,12,0,2,12
mp,NA,LUTZ3.IN2_TS0.25-med_EJ6,89,13,13,2,2,13
mp,NA,LUTZ3.IN2_TS0.25-med_EJ7,89,14,14,3,3,14
mp,NA,LUTZ3.IN2_TS0.25-med_EJ8,89,21,21,5,11,21
mp,NA,LUTZ3.IN2_TS0.25-med_EJ9,89,19,19,4,8,19
mp,NA,LUTZ3.IN2_TS0.75_EJ1,89,20,20,5,10,20
mp,NA,LUTZ3.IN2_TS0.75_EJ10,89,17,17,3,6,17
mp,NA,LUTZ3.IN2_TS0.75_EJ2,89,12,12,0,2,12
mp,NA,LUTZ3.IN2_TS0.75_EJ3,89,15,15,3,3,15
mp,NA,LUTZ3.IN2_TS0.75_EJ4,89,12,12,1,2,12
mp,NA,LUTZ3.IN2_TS0.75_EJ5,89,14,14,2,3,14
mp,NA,LUTZ3.IN2_TS0.75_EJ6,89,20,20,5,10,20
mp,NA,LUTZ3.IN2_TS0.75_EJ7,89,21,21,5,11,21
mp,NA,LUTZ3.IN2_TS0.75_EJ8,89,18,18,3,6,18
mp,NA,LUTZ3.IN2_TS0.75_EJ9,89,11,11,0,2,11
mp,NA,LUTZ3.IN2_TS0.75-med_EJ1,89,17,17,3,6,17
mp,NA,LUTZ3.IN2_TS0.75-med_EJ10,89,21,21,5,10,21
mp,NA,LUTZ3.IN2_TS0.75-med_EJ2,89,13,13,2,2,13
mp,NA,LUTZ3.IN2_TS0.75-med_EJ3,89,13,13,2,2,13
mp,NA,LUTZ3.IN2_TS0.75-med_EJ4,89,15,15,3,4,15
mp,NA,LUTZ3.IN2_TS0.75-med_EJ5,89,20,20,5,10,21
mp,NA,LUTZ3.IN2_TS0.75-med_EJ6,89,15,15,3,4,16
mp,NA,LUTZ3.IN2_TS0.75-med_EJ7,89,12,12,0,2,12
mp,NA,LUTZ3.IN2_TS0.75-med_EJ8,89,16,16,3,5,16
mp,NA,LUTZ3.IN2_TS0.75-med_EJ9,89,19,19,4,8,19
mp,NA,MITCHELL.IN2_TS0.25_EJ1,21,4,4,0,2,5
mp,NA,MITCHELL.IN2_TS0.25_EJ10,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.25_EJ2,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.25_EJ3,21,6,6,1,4,6
mp,NA,MITCHELL.IN2_TS0.25_EJ4,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.25_EJ5,21,6,6,1,3,6
mp,NA,MITCHELL.IN2_TS0.25_EJ6,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.25_EJ7,21,4,4,0,2,5
mp,NA,MITCHELL.IN2_TS0.25_EJ8,21,7,7,4,4,7
mp,NA,MITCHELL.IN2_TS0.25_EJ9,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.25-med_EJ1,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.25-med_EJ10,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.25-med_EJ2,21,7,7,4,6,8
mp,NA,MITCHELL.IN2_TS0.25-med_EJ3,21,6,6,2,4,6
mp,NA,MITCHELL.IN2_TS0.25-med_EJ4,21,3,3,0,1,3
mp,NA,MITCHELL.IN2_TS0.25-med_EJ5,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.25-med_EJ6,21,3,3,0,1,3
mp,NA,MITCHELL.IN2_TS0.25-med_EJ7,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.25-med_EJ8,21,3,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.25-med_EJ9,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.75_EJ1,21,3,3,0,1,3
mp,NA,MITCHELL.IN2_TS0.75_EJ10,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.75_EJ2,21,4,4,0,1,4
